[0m
[[0;33m*[0m] Function [0;33mfprintf[0m tear down of [0;33mddp[0m

  401dd0:	13200004 	beqz	t9,401de4 <_ftext@@Base+0x194>
  4115e4:	8fbc0018 	lw	gp,24(sp)
  4115e8:	00131200 	sll	v0,s3,0x8
  4115ec:	3042ffff 	andi	v0,v0,0xffff
  4115f0:	00139a02 	srl	s3,s3,0x8
  4115f4:	00539825 	or	s3,v0,s3
  4115f8:	3402fdfd 	li	v0,0xfdfd
  4115fc:	1262000d 	beq	s3,v0,411634 <landap_user_verification@@Base+0x124>
  411600:	02a02821 	move	a1,s5
  411604:	8f8280d0 	lw	v0,-32560(gp)
  411608:	8c440000 	lw	a0,0(v0)
  41160c:	240201d0 	li	v0,464
  411610:	afa20010 	sw	v0,16(sp)
  411614:	3c060041 	lui	a2,0x41
  411618:	24c654ac 	addiu	a2,a2,21676
  41161c:	3c070041 	lui	a3,0x41
[31m  411620:	8f9981c0 	lw	t9,fprintf[0m
  411624:	0320f809 	jalr	t9
  411628:	24e75a5c 	addiu	a3,a3,23132
  41162c:	1000008d 	b	411864 <landap_user_verification@@Base+0x354>
  411630:	2402ffff 	li	v0,-1
  411634:	00141200 	sll	v0,s4,0x8
  411638:	3042ffff 	andi	v0,v0,0xffff
  41163c:	0014a202 	srl	s4,s4,0x8
  411640:	0054a025 	or	s4,v0,s4
  411644:	24020001 	li	v0,1
  411648:	1282000e 	beq	s4,v0,411684 <landap_user_verification@@Base+0x174>
  41164c:	26040006 	addiu	a0,s0,6
  411650:	8f8280d0 	lw	v0,-32560(gp)
  411654:	8c440000 	lw	a0,0(v0)
  411658:	240201d6 	li	v0,470
  41165c:	afa20010 	sw	v0,16(sp)
  411660:	02a02821 	move	a1,s5
  411664:	3c060041 	lui	a2,0x41
  411668:	24c654ac 	addiu	a2,a2,21676
  41166c:	3c070041 	lui	a3,0x41
[31m  411670:	8f9981c0 	lw	t9,fprintf[0m
  411674:	0320f809 	jalr	t9
  411678:	24e75a5c 	addiu	a3,a3,23132
  41167c:	10000079 	b	411864 <landap_user_verification@@Base+0x354>
  411680:	2402ffff 	li	v0,-1
  411684:	24050006 	li	a1,6
  411688:	8f8681ec 	lw	a2,-32276(gp)
  41168c:	8f99828c 	lw	t9,-32116(gp)
  411690:	0320f809 	jalr	t9
  411694:	24070006 	li	a3,6
  411698:	8fbc0018 	lw	gp,24(sp)
  41169c:	1040000e 	beqz	v0,4116d8 <landap_user_verification@@Base+0x1c8>
  4116a0:	2ad6001a 	slti	s6,s6,26
  4116a4:	8f8280d0 	lw	v0,-32560(gp)
  4116a8:	8c440000 	lw	a0,0(v0)
  4116ac:	240201e4 	li	v0,484
  4116b0:	afa20010 	sw	v0,16(sp)
  4116b4:	02a02821 	move	a1,s5
  4116b8:	3c060041 	lui	a2,0x41
  4116bc:	24c654ac 	addiu	a2,a2,21676
  4116c0:	3c070041 	lui	a3,0x41
[31m  4116c4:	8f9981c0 	lw	t9,fprintf[0m
  4116c8:	0320f809 	jalr	t9
  4116cc:	24e75a5c 	addiu	a3,a3,23132
--
  4118f4:	8fbc0020 	lw	gp,32(sp)
  4118f8:	a7a00130 	sh	zero,304(sp)
  4118fc:	a7a00132 	sh	zero,306(sp)
  411900:	92120000 	lbu	s2,0(s0)
  411904:	00129200 	sll	s2,s2,0x8
  411908:	92020001 	lbu	v0,1(s0)
  41190c:	00529025 	or	s2,v0,s2
  411910:	92140010 	lbu	s4,16(s0)
  411914:	0014a200 	sll	s4,s4,0x8
  411918:	92020011 	lbu	v0,17(s0)
  41191c:	0054a025 	or	s4,v0,s4
  411920:	92130012 	lbu	s3,18(s0)
  411924:	00139a00 	sll	s3,s3,0x8
  411928:	92020013 	lbu	v0,19(s0)
  41192c:	00539825 	or	s3,v0,s3
  411930:	3c150041 	lui	s5,0x41
  411934:	26b55490 	addiu	s5,s5,21648
  411938:	8f8280d0 	lw	v0,-32560(gp)
  41193c:	8c440000 	lw	a0,0(v0)
  411940:	24020054 	li	v0,84
  411944:	afa20010 	sw	v0,16(sp)
  411948:	02a02821 	move	a1,s5
  41194c:	3c060041 	lui	a2,0x41
  411950:	24c654ac 	addiu	a2,a2,21676
  411954:	3c070041 	lui	a3,0x41
[31m  411958:	8f9981c0 	lw	t9,fprintf[0m
  41195c:	0320f809 	jalr	t9
  411960:	24e75a90 	addiu	a3,a3,23184
  411964:	8fbc0020 	lw	gp,32(sp)
  411968:	00121200 	sll	v0,s2,0x8
  41196c:	3042ffff 	andi	v0,v0,0xffff
  411970:	00129202 	srl	s2,s2,0x8
  411974:	00529025 	or	s2,v0,s2
  411978:	3402fdfd 	li	v0,0xfdfd
  41197c:	1242000d 	beq	s2,v0,4119b4 <landap_discovery@@Base+0x128>
  411980:	02a02821 	move	a1,s5
  411984:	8f8280d0 	lw	v0,-32560(gp)
  411988:	8c440000 	lw	a0,0(v0)
  41198c:	24020059 	li	v0,89
  411990:	afa20010 	sw	v0,16(sp)
  411994:	3c060041 	lui	a2,0x41
  411998:	24c654ac 	addiu	a2,a2,21676
  41199c:	3c070041 	lui	a3,0x41
[31m  4119a0:	8f9981c0 	lw	t9,fprintf[0m
  4119a4:	0320f809 	jalr	t9
  4119a8:	24e75a90 	addiu	a3,a3,23184
  4119ac:	100001ac 	b	412060 <landap_discovery@@Base+0x7d4>
  4119b0:	2402ffff 	li	v0,-1
  4119b4:	00131200 	sll	v0,s3,0x8
  4119b8:	3042ffff 	andi	v0,v0,0xffff
  4119bc:	00139a02 	srl	s3,s3,0x8
  4119c0:	00539825 	or	s3,v0,s3
  4119c4:	24020001 	li	v0,1
  4119c8:	1262000c 	beq	s3,v0,4119fc <landap_discovery@@Base+0x170>
  4119cc:	3c060041 	lui	a2,0x41
  4119d0:	8f8280d0 	lw	v0,-32560(gp)
  4119d4:	8c440000 	lw	a0,0(v0)
  4119d8:	2402005f 	li	v0,95
  4119dc:	afa20010 	sw	v0,16(sp)
  4119e0:	24c654ac 	addiu	a2,a2,21676
  4119e4:	3c070041 	lui	a3,0x41
[31m  4119e8:	8f9981c0 	lw	t9,fprintf[0m
  4119ec:	0320f809 	jalr	t9
  4119f0:	24e75a90 	addiu	a3,a3,23184
  4119f4:	1000019a 	b	412060 <landap_discovery@@Base+0x7d4>
  4119f8:	2402ffff 	li	v0,-1
  4119fc:	00141200 	sll	v0,s4,0x8
  411a00:	3042ffff 	andi	v0,v0,0xffff
  411a04:	0014a202 	srl	s4,s4,0x8
  411a08:	0054a025 	or	s4,v0,s4
  411a0c:	24027777 	li	v0,30583
  411a10:	16820016 	bne	s4,v0,411a6c <landap_discovery@@Base+0x1e0>
  411a14:	26040006 	addiu	a0,s0,6
  411a18:	24050006 	li	a1,6
  411a1c:	8f8681ec 	lw	a2,-32276(gp)
  411a20:	8f99828c 	lw	t9,-32116(gp)
  411a24:	0320f809 	jalr	t9
  411a28:	24070006 	li	a3,6
  411a2c:	8fbc0020 	lw	gp,32(sp)
  411a30:	10400044 	beqz	v0,411b44 <landap_discovery@@Base+0x2b8>
  411a34:	2ad6014e 	slti	s6,s6,334
  411a38:	8f8280d0 	lw	v0,-32560(gp)
  411a3c:	8c440000 	lw	a0,0(v0)
  411a40:	24020068 	li	v0,104
  411a44:	afa20010 	sw	v0,16(sp)
  411a48:	02a02821 	move	a1,s5
  411a4c:	3c060041 	lui	a2,0x41
  411a50:	24c654ac 	addiu	a2,a2,21676
  411a54:	3c070041 	lui	a3,0x41
[31m  411a58:	8f9981c0 	lw	t9,fprintf[0m
  411a5c:	0320f809 	jalr	t9
  411a60:	24e75a90 	addiu	a3,a3,23184
--
  411ac8:	92030009 	lbu	v1,9(s0)
  411acc:	14620008 	bne	v1,v0,411af0 <landap_discovery@@Base+0x264>
  411ad0:	00000000 	nop
  411ad4:	9203000a 	lbu	v1,10(s0)
  411ad8:	14620005 	bne	v1,v0,411af0 <landap_discovery@@Base+0x264>
  411adc:	00000000 	nop
  411ae0:	9203000b 	lbu	v1,11(s0)
  411ae4:	10620016 	beq	v1,v0,411b40 <landap_discovery@@Base+0x2b4>
  411ae8:	00000000 	nop
  411aec:	24050006 	li	a1,6
  411af0:	8f8681ec 	lw	a2,-32276(gp)
  411af4:	8f99828c 	lw	t9,-32116(gp)
  411af8:	0320f809 	jalr	t9
  411afc:	24070006 	li	a3,6
  411b00:	8fbc0020 	lw	gp,32(sp)
  411b04:	1040000f 	beqz	v0,411b44 <landap_discovery@@Base+0x2b8>
  411b08:	2ad6014e 	slti	s6,s6,334
  411b0c:	8f8280d0 	lw	v0,-32560(gp)
  411b10:	8c440000 	lw	a0,0(v0)
  411b14:	24020077 	li	v0,119
  411b18:	afa20010 	sw	v0,16(sp)
  411b1c:	02a02821 	move	a1,s5
  411b20:	3c060041 	lui	a2,0x41
  411b24:	24c654ac 	addiu	a2,a2,21676
  411b28:	3c070041 	lui	a3,0x41
[31m  411b2c:	8f9981c0 	lw	t9,fprintf[0m
  411b30:	0320f809 	jalr	t9
  411b34:	24e75a90 	addiu	a3,a3,23184

[0m
[[0;33m*[0m] Function [0;33mfprintf[0m used [0;33m181[0m times [0;33mddp[0m

